step,vehicle_id,speed,acceleration,distance_traveled
0,0,0.0,0.0,0.0
1,0,2.1431440421845767,2.1431440421845767,2.143144042184577
1,1,0.0,0.0,0.0
2,0,3.550346355000511,1.4072023128159343,5.693490397185089
2,1,1.7893513403134422,1.7893513403134422,1.7893513403134422
2,2,0.0,0.0,0.0
3,0,5.0862379047321165,1.5358915497316055,10.779728301917205
3,1,3.7612359608989214,1.9718846205854792,5.550587301212364
3,2,2.581451199366711,2.581451199366711,2.581451199366711
3,3,0.0,0.0,0.0
4,0,5.5656563231486835,0.47941841841656707,16.34538462506589
4,1,5.485746222292074,1.7245102613931529,11.036333523504437
4,2,5.111322730779648,2.5298715314129367,7.692773930146359
4,3,2.081548582506366,2.081548582506366,2.0815485825063664
4,4,0.0,0.0,0.0
5,0,6.155780755379052,0.5901244322303683,22.501165380444938
5,1,7.378623603004964,1.89287738071289,18.4149571265094
5,2,6.71601904397877,1.6046963131991223,14.408792974125129
5,3,4.659781947429292,2.578233364922926,6.741330529935658
5,4,1.5426099300617353,1.5426099300617353,1.5426099300617349
5,5,0.0,0.0,0.0
6,0,6.454624743573182,0.29884398819412983,28.955790124018122
6,1,9.55939187759068,2.1807682745857164,27.974349004100084
6,2,6.605295025315671,-0.11072401866309889,21.014087999440797
6,3,6.0227241671178495,1.3629422196885574,12.764054697053508
6,4,2.9450629329076037,1.4024530028458684,4.4876728629693385
6,5,2.0296243834774943,2.0296243834774943,2.0296243834774943
6,6,0.0,0.0,0.0
7,0,9.004568727477269,2.549943983904087,37.96035885149539
7,1,12.005776756652633,2.4463848790619522,39.98012576075272
7,2,5.817467330224416,-0.7878276950912548,26.831555329665214
7,3,8.220195456803777,2.197471289685928,20.984250153857282
7,4,4.987208833452314,2.0421459005447105,9.474881696421653
7,5,3.98405013747979,1.9544257540022958,6.013674520957284
7,6,2.465745268156752,2.465745268156752,2.465745268156752
7,7,0.0,0.0,0.0
8,0,10.719263824843615,1.7146950973663468,48.67962267633901
8,1,12.015037360436551,0.009260603783918242,51.99516312118927
8,2,5.445075560866087,-0.3723917693583294,32.2766308905313
8,3,10.489508879650385,2.269313422846608,31.47375903350767
8,4,6.552008579205721,1.5647997457534073,16.026890275627373
8,5,6.5429525059415035,2.5589023684617134,12.55662702689879
8,6,3.988864024798385,1.523118756641633,6.454609292955137
8,7,1.3775463235564531,1.3775463235564531,1.377546323556453
8,8,0.0,0.0,0.0
9,0,12.911792335845343,2.1925285110017274,61.591415012184356
9,1,13.015001720817096,0.9999643603805453,65.01016484200638
9,2,6.428883233506933,0.9838076726408458,38.70551412403823
9,3,12.135288757877426,1.6457798782270405,43.609047791385095
9,4,5.360962488328107,-1.1910460908776148,21.38785276395548
9,5,8.270242345286533,1.7272898393450298,20.82686937218532
9,6,6.041672020242548,2.052807995444163,12.496281313197686
9,7,3.766747303982265,2.3892009804258123,5.144293627538718
9,8,2.119804144813679,2.119804144813679,2.1198041448136795
9,9,0.0,0.0,0.0
10,0,14.484957601718234,1.5731652658728912,76.07637261390258
10,1,12.639249514460833,-0.37575220635626394,77.6494143564672
10,10,0.0,0.0,0.0
10,2,6.410302707486555,-0.01858052602037752,45.11581683152478
10,3,14.169231526949444,2.033942769072018,57.77827931833454
10,4,7.101611396775581,1.7406489084474748,28.489464160731064
10,5,9.693182458076626,1.4229401127900925,30.52005183026195
10,6,7.999768212507478,1.9580961922649296,20.49604952570516
10,7,3.9335553415915934,0.16680803760932816,9.077848969130311
10,8,4.551603665878065,2.4317995210643857,6.671407810691745
10,9,1.7635102747473868,1.7635102747473868,1.7635102747473868
11,0,13.486809608812074,-0.9981479929061603,89.56318222271466
11,1,11.785411166491256,-0.8538383479695764,89.43482552295846
11,10,1.3555833633756265,1.3555833633756265,1.3555833633756267
11,11,0.0,0.0,0.0
11,2,8.64541540635168,2.235112698865124,53.76123223787646
11,3,15.678964322595858,1.5097327956464142,73.4572436409304
11,4,8.999954707895382,1.8983433111198007,37.489418868626444
11,5,6.729543803588486,-2.9636386544881397,37.24959563385043
11,6,7.627337807268373,-0.372430405239105,28.123387332973536
11,7,6.135247825468426,2.2016924838768324,15.213096794598737
11,8,6.377740118070506,1.8261364521924408,13.04914792876225
11,9,4.2403883385472,2.4768780637998136,6.003898613294586
12,0,14.719756180612931,1.2329465718008574,104.28293840332759
12,1,8.23725595358146,-3.548155212909796,97.67208147653992
12,10,2.861884199175983,1.5063008358003567,4.21746756255161
12,11,1.318861911725253,1.318861911725253,1.3188619117252527
12,12,0.0,0.0,0.0
12,2,10.17750039119623,1.5320849848445501,63.93873262907269
12,3,17.23534555232618,1.556381229730322,90.69258919325658
12,4,8.506162909695856,-0.4937917981995259,45.995581778322304
12,5,3.129745143119246,-3.59979866046924,40.37934077696968
12,6,9.325508326562591,1.6981705192942185,37.44889565953613
12,7,7.544205636271908,1.4089578108034821,22.757302430870645
12,8,8.487928666570223,2.1101885484997176,21.537076595332472
12,9,6.196595813171006,1.956207474623806,12.20049442646559
13,0,13.109372916111578,-1.610383264501353,117.39231131943917
13,1,5.554383016031624,-2.6828729375498366,103.22646449257155
13,10,4.319945779233239,1.4580615800572563,8.53741334178485
13,11,3.8189591257367286,2.5000972140114754,5.137821037461981
13,12,1.7141260907519609,1.7141260907519609,1.7141260907519609
13,13,0.0,0.0,0.0
13,2,11.839497459776469,1.6619970685802397,75.77823008884917
13,3,16.5098522306201,-0.7254933217060788,107.20244142387668
13,4,10.521141048402503,2.014978138706647,56.5167228267248
13,5,0.5020596214383302,-2.627685521680916,40.881400398408005
13,6,11.818257808653176,2.4927494820905842,49.267153468189306
13,7,8.237317144737615,0.6931115084657069,30.99461957560826
13,8,7.237018458920532,-1.2509102076496914,28.774095054253003
13,9,8.629318028292618,2.4327222151216112,20.829812454758205
14,0,9.001708526668928,-4.10766438944265,126.39401984610811
14,1,3.1643713569511474,-2.3900116590804763,106.39083584952269
14,10,6.8709621238987895,2.55101634466555,15.408375465683639
14,11,6.085903998650611,2.2669448729138826,11.223725036112592
14,12,4.236291108396835,2.522165017644874,5.950417199148797
14,13,1.7275425131432711,1.7275425131432711,1.7275425131432716
14,14,0.0,0.0,0.0
14,2,13.015364638774418,1.1758671789979491,88.79359472762359
14,3,12.009852230620101,-4.5,119.21229365449678
