step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.885810318480557,1,0.0,0.1242861275948604,1,0.0,0.31454118285942284,2,0.0
10.0,0,0.0,0.0,7.365929729846028,0,0.0,0.5623506415232817,0,0.0,0.5280188737517021,0,0.0
15.0,2,0.0,0.0,8.172611031090076,1,0.0,0.5676155193131565,1,1.0,0.6177256396860834,2,1.0
20.0,2,5.0,0.18518518518518517,8.829416247351764,1,5.0,0.5910169171323945,1,0.0,0.6811527766345,2,5.0
25.0,4,8.0,0.25806451612903225,7.956703932781021,2,2.0,0.5750336191080577,2,6.0,0.5873031420574046,4,8.0
30.0,9,34.0,0.8292682926829268,7.341520394657595,3,10.0,0.5508197472042584,6,24.0,0.4339958181600784,9,34.0
35.0,12,65.0,1.3829787234042554,6.994011722702148,2,3.0,0.5796344585489125,10,63.0,0.3562866203269278,12,66.0
40.0,7,24.0,0.46153846153846156,6.779825915960008,4,12.0,0.42981475378243844,2,47.0,0.43845938706590626,6,59.0
45.0,9,44.0,0.7719298245614035,7.108492475109165,4,30.0,0.3554112722677061,4,33.0,0.4819743775139327,8,63.0
50.0,14,92.0,1.5333333333333334,7.092604558375021,7,60.0,0.4238209154937364,6,55.0,0.4223503387835574,13,115.0
55.0,19,169.0,2.9649122807017543,6.038354476461971,11,99.0,0.2878964739398411,7,87.0,0.41971244693592935,18,186.0
60.0,22,211.0,3.9074074074074074,5.015635710613503,14,176.0,0.18072223397893414,8,117.0,0.3739044970205623,22,293.0
65.0,12,58.0,1.0175438596491229,4.846830670374304,8,161.0,0.25007191998940986,4,100.0,0.24459179407505963,12,261.0
70.0,5,19.0,0.3333333333333333,6.833476160939741,1,81.0,0.5137242114226401,4,93.0,0.1882414604419424,5,174.0
75.0,11,21.0,0.35,5.755069600656067,6,79.0,0.3637386566638406,5,103.0,0.191159093992269,11,182.0
80.0,20,83.0,1.296875,5.48514238818494,15,126.0,0.27636329790749714,5,100.0,0.24262123389317225,20,226.0
85.0,23,158.0,2.507936507936508,5.084189083405681,17,201.0,0.24292271257608514,6,102.0,0.31833037989029384,23,303.0
90.0,20,118.0,1.7611940298507462,4.413536686885115,11,209.0,0.2157626213500243,9,119.0,0.2916483668414127,20,328.0
95.0,14,61.0,0.8591549295774648,5.0248330088869775,3,123.0,0.33161902914281927,11,146.0,0.22664725399903213,14,269.0
100.0,12,97.0,1.4264705882352942,5.979265532609824,0,36.0,0.5410996547907837,10,179.0,0.22240055767812253,10,215.0
105.0,17,77.0,1.0845070422535212,5.41344246504156,4,36.0,0.41847682356463806,12,203.0,0.20086084202549465,16,239.0
110.0,21,93.0,1.3880597014925373,4.84830094911886,11,75.0,0.3296839551410601,10,199.0,0.19554116492708087,21,274.0
115.0,19,65.0,0.9285714285714286,4.17029400015479,6,98.0,0.3045847338808856,12,218.0,0.16637464957781628,18,316.0
120.0,24,106.0,1.5142857142857142,4.326737125687373,5,63.0,0.29500418868347955,17,284.0,0.17547915941492964,22,347.0
125.0,25,150.0,2.1739130434782608,4.137910140901984,9,94.0,0.2699160930067532,15,335.0,0.16314747429095572,24,429.0
130.0,27,231.0,3.347826086956522,4.395671006180914,11,148.0,0.21294742871255345,14,343.0,0.2109719965664652,25,491.0
135.0,24,270.0,3.75,4.013938054784614,7,173.0,0.206465176877628,16,389.0,0.17490351155893963,23,562.0
140.0,34,409.0,5.680555555555555,5.006975161279257,10,174.0,0.32356392105248155,23,485.0,0.19717041077338796,33,659.0
145.0,35,557.0,7.426666666666667,4.825552296608001,11,218.0,0.36292902385802095,23,598.0,0.1460731459060117,34,816.0
150.0,38,729.0,9.986301369863014,4.567660114866449,10,264.0,0.3580884730884174,27,721.0,0.1543044496574835,37,985.0
155.0,43,870.0,11.756756756756756,3.391656209217677,14,323.0,0.21196202301341752,28,831.0,0.1339112684706829,42,1154.0
160.0,36,980.0,12.564102564102564,4.139952921364964,13,369.0,0.223276521867195,22,871.0,0.17589526922349666,35,1240.0
165.0,34,935.0,12.302631578947368,4.498349130791863,10,314.0,0.2690953736229846,23,912.0,0.19175294151055874,33,1226.0
170.0,36,908.0,11.073170731707316,4.026766668807276,9,259.0,0.23581527120554083,26,1020.0,0.1884450696798185,35,1279.0
175.0,42,967.0,11.792682926829269,3.0105871751184066,9,295.0,0.23519419997047006,32,1167.0,0.12809132941575058,41,1462.0
180.0,38,804.0,9.458823529411765,3.680363706734503,7,383.0,0.30259838180733245,31,1161.0,0.18439126021834198,38,1544.0
185.0,40,756.0,8.49438202247191,3.9458593140986733,8,417.0,0.3207855503095748,31,1303.0,0.17562254371171565,39,1720.0
