step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,2.859230709623079,1,0.0,0.1393516377599903,1,0.0,0.26817440003259424,2,0.0
10.0,0,0.0,0.0,8.409964155880202,0,0.0,0.5733544776762631,0,0.0,0.6062109420391448,0,0.0
15.0,3,0.0,0.0,8.429955113397432,1,0.0,0.6125687306732682,2,0.0,0.5909322532589094,3,0.0
20.0,0,0.0,0.0,10.598010152502734,0,0.0,0.6388220648311063,0,0.0,0.7935059011033716,0,0.0
25.0,2,1.0,0.03125,9.938315885226967,1,0.0,0.647810194329624,1,1.0,0.6649570453668538,2,1.0
30.0,5,14.0,0.35,8.687108331988188,1,3.0,0.5994682996221453,4,11.0,0.466223579957566,5,14.0
35.0,1,0.0,0.0,8.825352427881597,1,1.0,0.7264754444738737,0,9.0,0.5073346383717666,1,10.0
40.0,7,16.0,0.35555555555555557,8.148774180434728,1,3.0,0.5635182068318876,5,18.0,0.4624927536399915,6,21.0
45.0,13,64.0,1.3333333333333333,7.256407519021756,4,18.0,0.4892486958829545,8,46.0,0.38269193723325373,12,64.0
50.0,14,102.0,1.9245283018867925,6.838494768226075,6,46.0,0.4212989888508065,7,66.0,0.34736619089444953,13,112.0
55.0,14,108.0,2.16,5.907831990291997,5,48.0,0.29565285079611253,7,84.0,0.40813005935151314,12,132.0
60.0,10,101.0,1.9423076923076923,6.0221996240165545,2,33.0,0.2713407809965092,8,127.0,0.3795612391087328,10,160.0
65.0,12,60.0,1.0909090909090908,5.758826209889371,6,56.0,0.3563637923562485,5,126.0,0.24255767771367234,11,182.0
70.0,15,83.0,1.537037037037037,5.013779022453469,10,93.0,0.3560085635956196,5,126.0,0.2325485016635586,15,219.0
75.0,14,119.0,2.016949152542373,4.320187372260719,12,141.0,0.2976817992333997,2,109.0,0.249953315232569,14,250.0
80.0,14,55.0,0.9016393442622951,4.377205648011714,8,136.0,0.27763146115848714,6,107.0,0.25457486745342534,14,243.0
85.0,8,31.0,0.47692307692307695,5.8295221954342376,2,56.0,0.4193376220790029,6,109.0,0.2827091910254443,8,165.0
90.0,15,49.0,0.7101449275362319,5.856113611035757,5,36.0,0.3554373398336926,10,105.0,0.2973523063171461,15,141.0
95.0,20,84.0,1.1830985915492958,5.055411960600137,12,69.0,0.24696949501798462,6,110.0,0.2744062791494097,18,179.0
100.0,16,108.0,1.542857142857143,5.514237811904679,7,84.0,0.3266233490766535,8,126.0,0.27817339260109547,15,210.0
105.0,19,108.0,1.588235294117647,5.43098539202957,7,99.0,0.37941912462604416,11,148.0,0.23658015476560298,18,247.0
110.0,16,89.0,1.3088235294117647,6.040201203541834,4,71.0,0.42767571938727217,12,173.0,0.18644353218702414,16,244.0
115.0,16,70.0,1.044776119402985,5.4945638509388,4,85.0,0.30142257302803643,12,227.0,0.23053652677815945,16,312.0
120.0,24,115.0,1.6911764705882353,4.206402236552646,10,115.0,0.18629710562148408,14,262.0,0.20087077832773062,24,377.0
125.0,16,76.0,1.1014492753623188,4.036901583121322,7,128.0,0.25310891276214,8,260.0,0.22064980669597645,15,388.0
130.0,20,112.0,1.696969696969697,5.623495175313027,6,93.0,0.3703829622326219,13,259.0,0.2440379743805878,19,352.0
135.0,22,166.0,2.4411764705882355,5.1525793377302325,8,96.0,0.26111132439434676,12,258.0,0.19214784914837035,20,354.0
140.0,20,165.0,2.426470588235294,6.156724235217802,5,103.0,0.3726378149269968,14,311.0,0.26143844626270424,19,414.0
145.0,20,224.0,3.4461538461538463,5.342657451829053,1,75.0,0.4501912818181208,18,381.0,0.18918978491625155,19,456.0
150.0,26,266.0,4.03030303030303,5.447361243060105,4,90.0,0.4318410113519959,22,473.0,0.1988299132476964,26,563.0
155.0,24,241.0,3.765625,4.667887435385035,8,154.0,0.2960372029047373,16,538.0,0.18486982447600972,24,692.0
160.0,19,167.0,2.5303030303030303,4.87902998073978,7,131.0,0.3217356352013885,11,538.0,0.21855823365545354,18,669.0
165.0,17,101.0,1.463768115942029,4.974157917589116,5,132.0,0.3320990809016552,11,591.0,0.19482163022327187,16,723.0
170.0,21,98.0,1.2894736842105263,3.8569996248842617,3,118.0,0.27268614565150867,17,674.0,0.16711091935419997,20,792.0
175.0,25,185.0,2.4342105263157894,2.948641614068825,4,127.0,0.24114184166752695,20,762.0,0.16560568291238928,24,889.0
180.0,33,306.0,3.825,2.7931913941962434,5,134.0,0.28052398376599064,27,877.0,0.11304793904105011,32,1011.0
185.0,37,363.0,4.125,3.63010923968968,10,164.0,0.2540869075200924,26,953.0,0.146275218315738,36,1117.0
190.0,39,459.0,4.935483870967742,4.68691446313089,12,215.0,0.26791659776968046,26,989.0,0.1697284369109513,38,1204.0
195.0,49,597.0,6.21875,4.190537168756645,19,295.0,0.1788508294409686,29,1111.0,0.15466484320450116,48,1406.0
200.0,53,733.0,7.967391304347826,3.275206478892719,18,333.0,0.16129538865520737,34,1263.0,0.15079456902955327,52,1596.0
205.0,57,862.0,9.073684210526316,2.4920717496743507,12,384.0,0.1413689821921389,44,1457.0,0.10913007019338482,56,1841.0
210.0,56,986.0,10.48936170212766,2.7766826452226967,16,429.0,0.160297325246367,39,1600.0,0.09700941362900077,55,2029.0
215.0,47,1058.0,11.376344086021506,3.471146957901673,17,504.0,0.1384586649070721,29,1657.0,0.11789312006487142,46,2161.0
220.0,45,1226.0,12.770833333333334,4.357281172789725,15,572.0,0.16151091458944866,29,1673.0,0.1501882835184586,44,2245.0
225.0,45,1348.0,14.494623655913978,4.025528158791454,12,559.0,0.16284967442190826,32,1810.0,0.14667000625832718,44,2369.0
230.0,42,1123.0,11.821052631578947,4.4436215903158764,14,532.0,0.2551663726083515,27,1836.0,0.1903780357567838,41,2368.0
235.0,42,901.0,9.193877551020408,3.7162955974677288,14,556.0,0.28248519137067807,28,1929.0,0.15325861827440632,42,2485.0
240.0,41,712.0,7.574468085106383,3.6539701480422266,12,601.0,0.28114281188764917,29,2026.0,0.1725000412799961,41,2627.0
245.0,34,527.0,5.5473684210526315,3.542875183265737,10,572.0,0.19581963275394915,24,1963.0,0.14007896154143448,34,2535.0
250.0,36,296.0,3.0833333333333335,3.7706986012708135,10,565.0,0.18594586127190332,25,2048.0,0.1486047936988082,35,2613.0
255.0,43,279.0,2.8762886597938144,3.0276761068551683,5,580.0,0.18302529902406584,37,2211.0,0.10659998822026699,42,2791.0
260.0,49,327.0,3.40625,2.9899437849521457,12,615.0,0.20417508169068793,36,2364.0,0.1254297605851743,48,2979.0
265.0,51,408.0,4.121212121212121,3.229668014456282,17,702.0,0.21494887194856302,34,2478.0,0.13781373040926825,51,3180.0
270.0,50,466.0,4.6138613861386135,3.4325752669940552,13,761.0,0.2151698072268349,37,2609.0,0.1314894010083638,50,3370.0
275.0,49,543.0,5.376237623762377,3.59386013794793,14,800.0,0.19668471703406287,35,2642.0,0.12859912098539397,49,3442.0
280.0,49,356.0,3.423076923076923,3.2211903589541984,14,792.0,0.17413850155088773,33,2799.0,0.1261799849188886,47,3591.0
285.0,58,481.0,4.580952380952381,2.7473789622412075,12,827.0,0.17558685694576065,45,3002.0,0.10609414996698117,57,3829.0
290.0,44,520.0,4.90566037735849,2.5286047542394585,8,778.0,0.2027028466070698,35,3173.0,0.12108781658396509,43,3951.0
295.0,46,656.0,6.074074074074074,2.8357682224063723,10,812.0,0.17085076157666537,35,3290.0,0.1408612082584722,45,4102.0
300.0,50,714.0,6.31858407079646,2.7979982769149476,15,748.0,0.1870534912476088,34,3402.0,0.12130087147138359,49,4150.0
