step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,3_stopped,3_accumulated_waiting_time,3_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0.0,1.0,0,0.0
5.0,2,0.0,0.0,3.1905349324263326,1,0.0,0.14619255266789632,1,0.0,0.2969078118943917,2,0.0
10.0,0,0.0,0.0,8.463867049043143,0,0.0,0.5756048634643139,0,0.0,0.6073776837238877,0,0.0
15.0,3,0.0,0.0,8.622674931062708,1,0.0,0.6488841876956474,2,0.0,0.5929091269383305,3,0.0
20.0,0,0.0,0.0,9.914305972123877,0,0.0,0.6760324434320679,0,0.0,0.6723736340356599,0,0.0
25.0,7,9.0,0.2727272727272727,8.668163470333127,3,1.0,0.5522013334501221,4,8.0,0.5647482854427375,7,9.0
30.0,7,34.0,0.85,7.292434870379841,2,9.0,0.5231067932489193,5,25.0,0.39592347312310106,7,34.0
35.0,5,25.0,0.5555555555555556,7.068893559676987,5,25.0,0.4542881217900511,0,9.0,0.4276597640650877,5,34.0
40.0,11,71.0,1.4791666666666667,6.983127656952472,8,60.0,0.30392939986021983,2,13.0,0.522723069646766,10,73.0
45.0,18,141.0,2.660377358490566,6.426519134244483,12,114.0,0.32069421721432273,5,24.0,0.4881443049354317,17,138.0
50.0,23,239.0,4.120689655172414,6.262424901816245,15,183.0,0.2876370754047489,7,48.0,0.412856031457844,22,231.0
55.0,26,352.0,6.4,4.588386421441266,18,263.0,0.1779904251664139,7,76.0,0.3340042724862555,25,339.0
60.0,18,159.0,2.65,5.4079281814661435,11,253.0,0.2111274077754852,6,88.0,0.37272080430163007,17,341.0
65.0,10,38.0,0.6129032258064516,5.659767852431166,8,201.0,0.29655168039158236,2,99.0,0.24506800980608454,10,300.0
70.0,7,21.0,0.3387096774193548,6.074055288896822,2,164.0,0.34107693459852173,5,115.0,0.3008405690379147,7,279.0
75.0,14,70.0,1.1666666666666667,6.023718062944399,5,124.0,0.3553139303642172,9,141.0,0.21060100102471602,14,265.0
80.0,20,155.0,2.6271186440677967,6.019889264105041,7,130.0,0.4200845214045392,13,196.0,0.18550302619010534,20,326.0
85.0,23,256.0,4.338983050847458,5.717053281769764,9,150.0,0.34979806590124246,14,261.0,0.2618216020086355,23,411.0
90.0,21,271.0,4.370967741935484,5.5669651626358165,10,184.0,0.25131468025017445,11,263.0,0.33778842089570077,21,447.0
95.0,22,194.0,3.288135593220339,4.988411633851215,7,175.0,0.3569019093839532,13,316.0,0.2644519080251524,20,491.0
100.0,13,99.0,1.546875,5.524486072459366,2,151.0,0.4208191730642267,10,361.0,0.2566842147668529,12,512.0
105.0,14,92.0,1.4375,5.545071248710819,3,96.0,0.46016575575070834,10,411.0,0.23339968962087304,13,507.0
110.0,16,131.0,1.9848484848484849,4.688608459361997,3,91.0,0.3720190788373426,12,460.0,0.20095922226864524,15,551.0
115.0,21,176.0,2.707692307692308,5.109055658466994,5,108.0,0.304703230270194,16,525.0,0.21667856192502946,21,633.0
120.0,26,189.0,2.7794117647058822,4.666437471695316,9,169.0,0.25168097578856663,17,603.0,0.19111908679851475,26,772.0
125.0,25,165.0,2.357142857142857,4.838428581882747,8,165.0,0.250678100169165,17,604.0,0.21177534070445567,25,769.0
130.0,24,134.0,2.0,4.675200453401599,5,104.0,0.35099501163093616,18,689.0,0.20203333630400572,23,793.0
135.0,16,87.0,1.2794117647058822,4.178047833377192,1,62.0,0.35863980283597385,14,741.0,0.2011578525293373,15,803.0
140.0,17,101.0,1.4852941176470589,4.638212678456718,2,56.0,0.4895000640561805,13,784.0,0.1813855908756622,15,840.0
145.0,19,146.0,2.0277777777777777,4.7694693585969,2,40.0,0.4855884321737955,16,843.0,0.18739225880143748,18,883.0
150.0,21,160.0,2.1052631578947367,5.048878875659662,4,78.0,0.40761516278185156,16,924.0,0.21673355883905945,20,1002.0
155.0,20,120.0,1.5584415584415585,4.64459381173873,6,88.0,0.28303757651927663,13,894.0,0.21996399943145176,19,982.0
160.0,24,123.0,1.5769230769230769,4.719408230770038,8,104.0,0.23882989504886185,15,944.0,0.21379038459179178,23,1048.0
165.0,20,119.0,1.5256410256410255,4.450006868120909,1,107.0,0.31844233273474143,18,1030.0,0.1593061978082873,19,1137.0
170.0,24,160.0,1.8604651162790697,4.915807520591582,7,117.0,0.25692197185253457,16,1086.0,0.1752241713842158,23,1203.0
175.0,24,195.0,2.3780487804878048,4.739548824427132,6,118.0,0.24035065831395014,17,1152.0,0.18775910149644606,23,1270.0
180.0,29,260.0,3.0232558139534884,4.471060131924202,7,102.0,0.24327359912847696,21,1245.0,0.23500204287694232,28,1347.0
185.0,32,364.0,4.232558139534884,3.6159966490549333,5,112.0,0.24294205083271614,26,1360.0,0.18300709560824102,31,1472.0
190.0,46,551.0,6.261363636363637,3.228610395532566,8,144.0,0.24061776843435553,37,1524.0,0.15332335393322813,45,1668.0
195.0,43,639.0,6.870967741935484,3.541415009633462,5,138.0,0.2764330283350677,37,1677.0,0.14254801423744326,42,1815.0
200.0,37,744.0,7.914893617021277,4.078313376239982,4,155.0,0.2728109507585017,32,1780.0,0.15969199153089764,36,1935.0
205.0,44,914.0,9.422680412371134,3.1437437802354045,6,167.0,0.1787975066045631,37,1955.0,0.12128718786503445,43,2122.0
210.0,53,1147.0,11.585858585858587,2.9051372354986613,8,196.0,0.17731311711411407,44,2163.0,0.09061456199068567,52,2359.0
215.0,58,1376.0,13.76,2.6081199704822753,10,241.0,0.1436620918909174,47,2355.0,0.07356781803330646,57,2596.0
220.0,55,1423.0,14.670103092783505,2.7048943343776,12,286.0,0.15806518203734413,43,2508.0,0.09679123358669661,55,2794.0
225.0,55,1388.0,14.16326530612245,2.8478757080648833,19,387.0,0.1346772715270742,36,2639.0,0.12088249642170656,55,3026.0
230.0,55,1243.0,11.951923076923077,2.911802851909838,20,438.0,0.15574311640246355,34,2657.0,0.13385617581510548,54,3095.0
235.0,47,863.0,8.219047619047618,2.8020582433997427,13,494.0,0.2317905706009818,34,2815.0,0.07938595471394046,47,3309.0
240.0,47,574.0,5.627450980392157,3.283984925724369,14,486.0,0.2956725567121767,33,2952.0,0.09477436957019836,47,3438.0
245.0,44,459.0,4.330188679245283,3.710573083354027,12,540.0,0.20342823390914583,32,3075.0,0.12544287733192952,44,3615.0
250.0,44,466.0,4.438095238095238,3.4215203350134815,10,541.0,0.10241545433293933,34,3232.0,0.14500360941251225,44,3773.0
255.0,51,514.0,4.803738317757009,3.7172646232885933,9,485.0,0.19316584872765394,42,3412.0,0.13253273115008918,51,3897.0
260.0,55,687.0,6.481132075471698,3.4466176647976727,9,522.0,0.1756510198645729,46,3634.0,0.12363952589809613,55,4156.0
265.0,47,525.0,5.147058823529412,3.393541804307556,11,571.0,0.19893075907398802,36,3646.0,0.10736071709703078,47,4217.0
270.0,49,448.0,4.525252525252525,3.2205830567764986,7,595.0,0.21928173320677585,41,3827.0,0.07678228542303353,48,4422.0
275.0,52,580.0,5.8,3.2864810084882556,6,564.0,0.2232269348731613,45,4048.0,0.11398134754714113,51,4612.0
280.0,50,628.0,6.28,2.796415215529099,3,532.0,0.22139532258297895,46,4269.0,0.08010849307112937,49,4801.0
285.0,56,822.0,8.22,2.4753819920133098,5,554.0,0.2251955898365835,50,4513.0,0.10917116753197934,55,5067.0
290.0,52,976.0,9.475728155339805,2.4996992273551197,5,580.0,0.22714999693097374,46,4731.0,0.09084498776201282,51,5311.0
295.0,43,833.0,7.8584905660377355,3.561702323825821,6,580.0,0.27804121469687715,36,4912.0,0.12116594670414498,42,5492.0
300.0,49,732.0,6.654545454545454,4.02500002905141,3,515.0,0.3421391027788645,45,4918.0,0.12549930742450374,48,5433.0
305.0,52,735.0,6.621621621621622,3.094810270254137,7,510.0,0.3124560564751396,44,5137.0,0.08355671023858992,51,5647.0
310.0,65,952.0,8.424778761061948,2.6206202006181374,13,567.0,0.2751764865420821,51,5385.0,0.07034058932646421,64,5952.0
315.0,59,1001.0,8.780701754385966,2.1947440659189152,11,560.0,0.20460733659153943,47,5620.0,0.05043299996140172,58,6180.0
320.0,61,1037.0,8.939655172413794,2.9470527253248897,18,634.0,0.20347634641437928,41,5795.0,0.10336637024852975,59,6429.0
325.0,58,1115.0,9.44915254237288,3.0402517299994276,13,714.0,0.2193201170569155,45,5712.0,0.06638726118000354,58,6426.0
330.0,60,1063.0,9.085470085470085,3.0791551032650513,15,784.0,0.19439762761436175,44,5926.0,0.07477912704378761,59,6710.0
335.0,63,948.0,8.172413793103448,2.7754116229956667,20,855.0,0.1283853817217132,42,6136.0,0.10568669658576095,62,6991.0
340.0,73,1175.0,10.217391304347826,2.3705036722434882,23,966.0,0.1277538898275096,49,6365.0,0.09247159464822183,72,7331.0
345.0,80,1398.0,12.051724137931034,1.899672406912284,28,1092.0,0.12689297878222625,52,6575.0,0.08819163610370785,80,7667.0
350.0,64,857.0,7.262711864406779,2.131914505982751,26,1194.0,0.12859197976304226,37,6725.0,0.10684233931560612,63,7919.0
355.0,64,681.0,5.675,2.4034470951926954,23,1263.0,0.0967820812851428,41,6512.0,0.11344373053198435,64,7775.0
360.0,77,865.0,7.090163934426229,2.342558009370271,28,1347.0,0.12709486507355275,48,6585.0,0.07037548233823793,76,7932.0
365.0,79,927.0,7.475806451612903,1.886724106017715,32,1501.0,0.1076645870327215,46,6834.0,0.04752877880707366,78,8335.0
370.0,90,1054.0,8.299212598425196,1.6982964357114423,37,1678.0,0.12634627341481933,52,7045.0,0.046639682383487285,89,8723.0
375.0,93,1222.0,9.776,1.792202968919022,48,1879.0,0.09633093183916212,44,7174.0,0.08380555292180705,92,9053.0
380.0,92,1504.0,11.75,1.9591228003748946,49,2012.0,0.08268584737584977,42,7302.0,0.1088846345536959,91,9314.0
385.0,66,956.0,7.587301587301587,2.2077978342183293,41,2024.0,0.06916834236528363,25,7160.0,0.14207023933602814,66,9184.0
390.0,73,789.0,6.21259842519685,1.7518729963591004,34,2007.0,0.07005551512427047,38,7315.0,0.10236396544831042,72,9322.0
395.0,65,870.0,6.6923076923076925,2.3037402117606818,31,2048.0,0.13180465328547805,34,7305.0,0.09666702169083956,65,9353.0
400.0,72,1071.0,8.5,2.730581931227862,40,2119.0,0.14138431468423934,32,7443.0,0.1100505184013459,72,9562.0
405.0,71,1207.0,9.143939393939394,3.0113911417107375,38,2218.0,0.10858754671801066,33,7602.0,0.12787096577932022,71,9820.0
410.0,76,1314.0,9.8796992481203,3.1860526559994975,37,2102.0,0.13243433173813612,39,7743.0,0.1082721536779623,76,9845.0
415.0,87,1648.0,12.875,2.0186795033175993,42,1985.0,0.11054288547024986,44,7956.0,0.0606445160179556,86,9941.0
420.0,75,1320.0,10.56,1.7854307917744217,40,2177.0,0.11573010446689219,34,7940.0,0.05293838152957165,74,10117.0
425.0,83,1360.0,10.96774193548387,1.7042006645358683,47,2309.0,0.06435037331996617,35,8083.0,0.09649825392554011,82,10392.0
430.0,66,834.0,6.619047619047619,1.9029168689631468,34,2401.0,0.06138893705942824,32,7997.0,0.09031555309889285,66,10398.0
